City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,jiuquan,39.7432,98.5174,28.07,24,62,1.85,CN,1720091898
259,almaty,43.25,76.95,31.95,19,40,4.0,KZ,1720091797
260,misratah,32.3754,15.0925,26.95,56,0,7.9,LY,1720091784
261,gisborne,-38.6533,178.0042,9.01,83,74,1.62,NZ,1720091363
262,labasa,-16.4167,179.3833,24.19,93,25,2.88,FJ,1720091903
263,shengli,37.4564,118.4856,25.14,72,46,3.87,CN,1720091852
264,midvagur,62.0511,-7.1939,11.46,82,75,6.17,FO,1720091907
265,zacatepec,18.65,-99.2,22.46,97,57,0.31,MX,1720091909
266,posto fiscal rolim de moura,-13.0833,-62.2667,19.37,68,0,0.38,BR,1720091910
267,nouadhibou,20.931,-17.0347,22.99,73,1,7.72,MR,1720091912
268,coquimbo,-29.9533,-71.3436,10.85,100,100,1.54,CL,1720091916
269,itupiranga,-5.1347,-49.3267,25.18,62,1,0.93,BR,1720091917
270,hamilton,39.1834,-84.5333,24.03,97,75,2.06,US,1720091883
271,port lincoln,-34.7333,135.8667,12.3,70,77,8.83,AU,1720091920
272,antofagasta,-23.65,-70.4,13.6,72,12,1.19,CL,1720091922
273,dickson,36.077,-87.3878,25.64,92,0,3.09,US,1720091923
274,kenai,60.5544,-151.2583,11.03,86,0,4.12,US,1720091925
275,sogndal,61.2283,7.1003,16.21,62,100,2.57,NO,1720091926
276,berezovo,63.9381,65.0419,30.91,40,15,5.86,RU,1720091928
277,mahibadhoo,3.7833,72.9667,28.9,73,100,3.23,MV,1720091929
278,chimore,-16.9833,-65.1333,19.38,88,36,0.35,BO,1720091931
279,montepuez,-13.1256,38.9997,31.28,29,54,1.19,MZ,1720091933
280,boke,10.9409,-14.2967,27.78,77,100,2.68,GN,1720091935
281,guajara mirim,-10.7828,-65.3394,19.53,70,1,0.57,BR,1720091936
282,palikir - national government center,6.9248,158.1611,25.41,94,75,1.03,FM,1720091752
283,mil'kovo,55.6078,37.7956,33.13,40,5,3.65,RU,1720091942
284,geraldton,-28.7667,114.6,11.23,76,0,4.12,AU,1720091940
285,kupang,-10.1667,123.5833,28.32,78,20,5.14,ID,1720091945
286,bac lieu,9.285,105.7244,28.45,75,92,3.12,VN,1720091946
287,casilda,-33.0442,-61.1681,4.7,53,100,2.06,AR,1720091948
288,nieuw amsterdam,5.8833,-55.0833,25.09,88,21,3.19,SR,1720091949
289,inari,68.906,27.0288,17.11,64,97,1.12,FI,1720091951
290,east end,34.5507,-92.341,27.84,93,2,2.18,US,1720091952
291,kletskaya,49.3145,43.0584,34.14,23,96,2.41,RU,1720091954
292,goundam,16.4145,-3.6708,33.14,45,24,5.08,ML,1720091957
293,puerto baquerizo moreno,-0.9,-89.6,20.47,89,80,2.78,EC,1720091891
294,queenstown,-31.8976,26.8753,12.11,37,4,8.35,ZA,1720091960
295,neryungri,56.6709,124.6491,20.87,78,98,1.53,RU,1720091966
296,harsin,34.2721,47.5861,34.45,9,0,2.27,IR,1720091968
297,namibe,-15.1961,12.1522,24.95,48,5,3.61,AO,1720091969
298,dobrinka,52.1653,40.4731,29.34,52,98,2.31,RU,1720091971
299,paradip garh,20.3167,86.6167,31.72,67,98,8.11,IN,1720091944
300,yeed,4.55,43.0333,33.83,29,38,8.78,SO,1720091974
301,christchurch,-43.5333,172.6333,2.19,89,55,0.59,NZ,1720091578
302,las heras,-46.5419,-68.9359,-1.2,61,2,7.12,AR,1720091977
303,levuka,50.1834,-105.4011,13.85,94,100,5.66,CA,1720091978
304,americus,32.0724,-84.2327,24.07,100,100,0.0,US,1720091980
305,aripuana,-9.1667,-60.6333,22.82,75,16,0.41,BR,1720091981
306,farah,32.5,62.5,44.53,7,0,2.77,AF,1720091983
307,san rafael,-34.6177,-68.3301,5.24,45,100,6.62,AR,1720091984
308,portland,45.5234,-122.6762,15.37,88,0,1.34,US,1720091986
309,east london,-33.0153,27.9116,19.52,39,0,10.8,ZA,1720091987
310,rongelap,11.1635,166.8941,27.94,82,99,6.75,MH,1720091989
311,acapulco de juarez,16.8634,-99.8901,26.9,89,75,1.54,MX,1720091880
312,buala,-8.145,159.5921,27.37,78,100,4.7,SB,1720091992
313,traralgon,-38.1833,146.5333,7.6,97,77,1.24,AU,1720091900
314,tambacounda,13.7539,-13.7586,31.03,66,75,6.17,SN,1720091995
315,holualoa,19.6228,-155.9522,21.59,84,40,0.77,US,1720091503
316,trapani,37.8333,12.6667,27.05,65,40,6.69,IT,1720091902
317,manaure,11.7751,-72.4445,26.85,81,93,2.36,CO,1720092001
318,salina cruz,16.1667,-95.2,25.27,87,32,3.05,MX,1720092003
319,thinadhoo,0.5333,72.9333,29.19,73,100,3.92,MV,1720092004
320,bogale,16.2833,95.4,26.46,88,100,3.65,MM,1720092007
321,merizo village,13.2658,144.6691,28.31,90,35,4.85,GU,1720092008
322,nar'yan-mar,67.6713,53.087,14.79,87,65,10.53,RU,1720092010
323,sao miguel do araguaia,-13.275,-50.1628,22.62,49,0,2.08,BR,1720092012
324,yashkul',46.1711,45.3435,37.46,14,8,8.52,RU,1720091732
325,gornopravdinsk,60.05,69.9,30.07,46,61,1.78,RU,1720092015
326,amalapuram,16.5833,82.0167,31.72,64,98,2.58,IN,1720092016
327,khawr fakkan,25.3313,56.342,37.03,37,4,2.33,AE,1720092018
328,afaahiti,-17.75,-149.2833,22.93,77,67,9.18,PF,1720091969
329,fale old settlement,-9.3852,-171.2468,28.57,78,18,10.61,TK,1720092022
330,korla,41.7597,86.1469,33.28,15,100,6.17,CN,1720092024
331,terrace,54.5163,-128.6035,10.95,87,20,0.0,CA,1720092026
332,chui,-33.6971,-53.4616,5.08,91,100,1.72,UY,1720092028
333,zaqatala,41.6336,46.6433,30.26,37,3,2.06,AZ,1720092029
334,bodo,67.28,14.405,19.97,61,0,4.12,NO,1720092030
335,tres isletas,-26.3407,-60.4321,14.72,95,75,2.09,AR,1720092033
336,colonia,50.9333,6.95,19.22,78,20,2.06,DE,1720092035
337,gustavsberg,59.3268,18.3898,18.99,65,88,7.19,SE,1720092036
338,abepura,-2.6333,140.5833,25.45,94,20,1.03,ID,1720091989
339,vernon,50.2581,-119.2691,14.13,69,27,4.12,CA,1720092039
340,kavaratti,10.5669,72.642,28.41,84,100,7.14,IN,1720092041
341,haqqulobod,40.9167,72.1167,35.29,9,36,5.81,UZ,1720092042
342,sumbawa besar,-8.5,117.4333,24.34,71,20,3.75,ID,1720092044
343,coishco,-9.0231,-78.6156,17.36,89,87,1.72,PE,1720092046
344,ozimek,50.6794,18.2137,16.53,87,100,1.15,PL,1720092047
345,oriximina,-1.7656,-55.8661,24.57,80,86,0.75,BR,1720092049
346,alesund,62.4723,6.1549,18.51,67,0,3.09,NO,1720091845
347,harstad,68.799,16.5293,17.11,81,82,2.68,NO,1720092052
348,zalingei,12.9096,23.4741,30.59,43,80,4.86,SD,1720092053
349,laem sing,12.4816,102.0738,27.19,82,100,1.89,TH,1720092055
350,white center,47.5173,-122.3549,13.44,90,0,0.45,US,1720092056
351,mohr,54.3528,9.7167,16.68,63,60,5.36,DE,1720092058
352,laranjeiras do sul,-25.4078,-52.4161,13.7,69,23,1.66,BR,1720092061
353,vicosa,-20.7539,-42.8819,17.65,72,0,1.36,BR,1720092063
354,coronel dorrego,-38.7187,-61.2873,4.42,42,2,9.08,AR,1720092064
355,smithers,54.7804,-127.1743,7.18,81,0,0.0,CA,1720092066
356,kristiansund,63.1115,7.732,20.36,42,0,4.63,NO,1720092067
357,parnu,58.3859,24.4971,18.05,68,75,4.63,EE,1720092069
358,dossor,47.5272,52.9811,37.05,17,76,1.86,KZ,1720092070
359,kharhial,20.2833,82.7667,26.79,85,100,1.32,IN,1720092071
360,farasan,16.7022,42.1183,32.81,64,10,10.41,SA,1720092073
361,deqen,29.9618,90.7188,16.29,63,96,3.28,CN,1720092074
362,arraial do cabo,-22.9661,-42.0278,21.92,83,0,2.06,BR,1720092076
